Symbol,Name
MHI,"Pioneer Municipal High Income Trust"
EXK,"Endeavour Silver Corporation"
VTN,"Invesco Trust  for Investment Grade New York Municipal"
TSI,"TCW Strategic Income Fund, Inc."
BSL,"Blackstone GSO Senior Floating Rate Term Fund"
MTT,"Western Asset Municipal Defined Opportunity Trust Inc"
AJX,"Great Ajax Corp."
STON,"StoneMor Partners L.P."
USDP,"USD Partners LP"
BPI,"Bridgepoint Education, Inc."
FTK,"Flotek Industries, Inc."
DMO,"Western Asset Mortgage Defined Opportunity Fund Inc"
NUW,"Nuveen AMT-Free Municipal Value Fund"
AFT,"Apollo Senior Floating Rate Fund Inc."
ASC,"Ardmore Shipping Corporation"
JCE,"Nuveen Core Equity Alpha Fund"
KF,"Korea Fund, Inc. (The)"
BKN,"BlackRock Investment Quality Municipal Trust Inc. (The)"
PIM,"Putnam Master Intermediate Income Trust"
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc."
NXQ,"Nuveen Select Tax Free Income Portfolio II"
MIXT,"MiX Telematics Limited"
LXU,"Lsb Industries Inc."
JTD,"Nuveen Tax-Advantaged Dividend Growth Fund"
NSL,"Nuveen Senior Income Fund"
EVG,"Eaton Vance Short Diversified Income Fund"
SCD,"LMP Capital and Income Fund Inc."
EVF,"Eaton Vance Senior Income Trust"
CSS,"CSS Industries, Inc."
SFE,"Safeguard Scientifics, Inc."
IVH,"Ivy High Income Opportunities Fund"
MSF,"Morgan Stanley Emerging Markets Fund, Inc."
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc."
NXP,"Nuveen Select Tax Free Income Portfolio"
JDD,"Nuveen Diversified Dividend and Income Fund"
DHF,"Dreyfus High Yield Strategies Fund"
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc."
KIO,"KKR Income Opportunities Fund"
APF,"Morgan Stanley Asia-Pacific Fund, Inc."
IGI,"Western Asset Investment Grade Defined Opportunity Trust Inc."
IHIT,"Invesco High Income 2023 Target Term Fund"
BPK,"Blackrock Municipal 2018 Term Trust"
TPVG,"TriplePoint Venture Growth BDC Corp."
MHD,"Blackrock MuniHoldings Fund, Inc."
MXF,"Mexico Fund, Inc. (The)"
EDF,"Stone Harbor Emerging Markets Income Fund"
CHMI,"Cherry Hill Mortgage Investment Corporation"
EMES,"Emerge Energy Services LP"
NPV,"Nuveen Virginia Quality Municipal Income Fund"
PZC,"PIMCO California Municipal Income Fund III"
MYJ,"Blackrock MuniYield New Jersey Fund, Inc."
AIF,"Apollo Tactical Income Fund Inc."
HCHC,"HC2 Holdings, Inc."
DHG,"DWS High Income Opportunities Fund, Inc."
SPA,"Sparton Corporation"
MVC,"MVC Capital, Inc."
INB,"Cohen & Steers Global Income Builder, Inc."
HYB,"New America High Income Fund, Inc. (The)"
VBF,"Invesco Bond Fund"
ECOM,"ChannelAdvisor Corporation"
ACV,"AllianzGI Diversified Income & Convertible Fund"
MSL,"MidSouth Bancorp"
LEJU,"Leju Holdings Limited"
ETX,"Eaton Vance Municipal Income 2028 Term Trust"
COE,"China Online Education Group"
GGT,"Gabelli Multi-Media Trust Inc. (The)"
EHT,"Eaton Vance High Income 2021 Target Term Trust"
INSI,"Insight Select Income Fund"
SMHI,"SEACOR Marine Holdings Inc."
HEQ,"John Hancock Hedged Equity & Income Fund"
ZYME,"Zymeworks Inc."
MYF,"Blackrock MuniYield Investment Fund"
OSG,"Overseas Shipholding Group, Inc."
RLH,"Red Lion Hotels Corporation"
ERA,"Era Group, Inc."
FLC,"Flaherty & Crumrine Total Return Fund Inc"
NNC,"Nuveen North Carolina Quality Municipal Income Fd"
ORN,"Orion Group Holdings, Inc."
IGA,"Voya Global Advantage and Premium Opportunity Fund"
ASA,"ASA Gold and Precious Metals Limited"
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc."
AFC,"Ares Capital Corporation"
VGI,"Virtus Global Multi-Sector Income Fund"
CEN,"Center Coast MLP & Infrastructure Fund"
TLRA,"Telaria, Inc."
BGX,"Blackstone GSO Long Short Credit Income Fund"
OOMA,"Ooma, Inc."
BW,"Babcock"
BGIO,"BlackRock 2022 Global Income Opportunity Trust"
AAC,"AAC Holdings, Inc."
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc."
SCM,"Stellus Capital Investment Corporation"
KMM,"Scudder Multi-Market Income Trust"
KEG,"Key Energy Services, Inc."
GRX,"The Gabelli Healthcare & Wellness Trust"
LND,"Brasilagro Cia Brasileira De Propriedades Agricolas"
AMBR,"Amber Road, Inc."
EFL,"Eaton Vance Floating-Rate 2022 Target Term Trust"
NXR,"Nuveen Select Tax Free Income Portfolio III"
NNA,"Navios Maritime Acquisition Corporation"
BNY,"BlackRock New York Investment Quality Municipal Trust Inc. (Th"
GMRE,"Global Medical REIT Inc."
MPA,"Blackrock MuniYield Pennsylvania Quality Fund"
DEX,"Delaware Enhanced Global Dividend"
NETS,"Netshoes (Cayman) Limited"
MDLY,"Medley Management Inc."
JTA,"Nuveen Tax-Advantaged Total Return Strategy Fund"
CGI,"Celadon Group, Inc."
QTM,"Quantum Corporation"
GHM,"Graham Corporation"
CEE,"The Central and Eastern Europe Fund, Inc."
FT,"Franklin Universal Trust"
ACP,"Aberdeen Income Credit Strategies Fund"
NGVC,"Natural Grocers by Vitamin Cottage, Inc."
GDL,"The GDL Fund"
NDP,"Tortoise Energy Independence Fund, Inc."
SMM,"Salient Midstream & MLP Fund"
INF,"Brookfield Global Listed Infrastructure Income Fund"
CLPR,"Clipper Realty Inc."
MUS,"Blackrock MuniHoldings Quality Fund, Inc."
ARL,"American Realty Investors, Inc."
NTC,"Nuveen Connecticut Quality Municipal Income Fund"
TTP,"Tortoise Pipeline & Energy Fund, Inc."
JPT,"Nuveen Preferred and Income 2022 Term Fund"
TWN,"Taiwan Fund, Inc. (The)"
PGP,"Pimco Global Stocksplus & Income Fund"
JHS,"John Hancock Income Securities Trust"
CCM,"Concord Medical Services Holdings Limited"
CXE,"Colonial High Income Municipal Trust"
NAZ,"Nuveen Arizona Quality Municipal Income Fund"
JSD,"Nuveen Short Duration Credit Opportunities Fund"
EARN,"Ellington Residential Mortgage REIT"
NIQ,"Nuveenn Intermediate Duration Quality Municipal Term Fund"
PFD,"Flaherty & Crumrine Preferred Income Fund Incorporated"
HIE,"Miller/Howard High Income Equity Fund"
MUH,"Blackrock MuniHoldings Fund II, Inc."
IHD,"Voya Emerging Markets High Income Dividend Equity Fund"
LGI,"Lazard Global Total Return and Income Fund"
GFA,"Gafisa SA"
WEA,"Western Asset Bond Fund"
NAP,"Navios Maritime Midstream Partners LP"
AGC,"Advent Claymore Convertible Securities and Income Fund II"
LFGR,"Leaf Group Ltd."
NBD,"Nuveen Build America Bond Opportunity Fund"
KED,"Kayne Anderson Energy Development Company"
CBH,"AllianzGI Convertible & Income 2024 Target Term Fund"
PES,"Pioneer Energy Services Corp."
ICB,"MS Income Securities, Inc."
IO,"Ion Geophysical Corporation"
ANW,"Aegean Marine Petroleum Network Inc."
FMN,"Federated Premier Municipal Income Fund"
BTA,"BlackRock Long-Term Municipal Advantage Trust"
GGM,"Guggenheim Credit Allocation Fund"
AP,"Ampco-Pittsburgh Corporation"
MHF,"Western Asset Municipal High Income Fund, Inc."
BBK,"Blackrock Municipal Bond Trust"
NM,"Navios Maritime Holdings Inc."
TPGE,"TPG Pace Energy Holdings Corp."
MGF,"MFS Government Markets Income Trust"
JHY,"Nuveen High Income 2020 Target Term Fund"
SRT,"StarTek, Inc."
BRT,"BRT Apartments Corp."
NWY,"New York & Company, Inc."
JHI,"John Hancock Investors Trust"
DAC,"Danaos Corporation"
APB,"Asia Pacific Fund, Inc. (The)"
JAX,"J. Alexander&#39;s Holdings, Inc."
PFO,"Flaherty & Crumrine Preferred Income Opportunity Fund Inc"
KODK,"Eastman Kodak Company"
NNY,"Nuveen New York Municipal Value Fund, Inc."
BBF,"BlackRock Municipal Income Investment Trust"
MPV,"Barings Participation Investors"
TSQ,"Townsquare Media, Inc."
RNGR,"Ranger Energy Services, Inc."
MNP,"Western Asset Municipal Partners Fund, Inc."
FAM,"First Trust/Aberdeen Global Opportunity Income Fund"
MCN,"Madison Covered Call & Equity Strategy Fund"
RT,"Ruby Tuesday, Inc."
PAI,"Pacific American Income Shares, Inc."
ANFI,"Amira Nature Foods Ltd"
DNI,"Dividend and Income Fund"
NTX,"Nuveen Texas Quality Municipal Income Fund"
SQNS,"Sequans Communications S.A."
ASG,"Liberty All-Star Growth Fund, Inc."
SDRL,"Seadrill Limited"
EDI,"Stone Harbor Emerging Markets Total Income Fund"
IRR,"Voya Natural Resources Equity Income Fund"
DSE,"Duff & Phelps Select Energy MLP Fund Inc."
DCF,"Dreyfus Alcentra"
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc"
NKG,"Nuveen Georgia Quality Municipal Income Fund "
PER,"SandRidge Permian Trust"
PAR,"PAR Technology Corporation"
ICD,"Independence Contract Drilling, Inc."
GNT,"GAMCO Natural Resources, Gold & Income Tust "
LEE,"Lee Enterprises, Incorporated"
SAR,"Saratoga Investment Corp"
SPE,"Special Opportunities Fund Inc."
PCM,"PIMCO Commercial Mortgage Securities Trust, Inc."
PNI,"Pimco New York Municipal Income Fund II"
PKD,"Parker Drilling Company"
CMU,"Colonial Municipal Income Trust"
NMT,"Nuveen Massachusetts Municipal Income Fund"
KSM,"Scudder Strategic Municiple Income Trust"
BAF,"BlackRock Income Investment Quality Trust"
BBW,"Build-A-Bear Workshop, Inc."
SBI,"Western Asset Intermediate Muni Fund Inc"
AGD,"Alpine Global Dynamic Dividend Fund"
DRD,"DRDGOLD Limited"
QHC,"Quorum Health Corporation"
LITB,"LightInTheBox Holding Co., Ltd."
JEMD,"Nuveen Emerging Markets Debt 2022 Target Term Fund"
TTF,"Thai Fund, Inc. (The)"
AOI,"Alliance One International, Inc."
IAE,"Voya Asia Pacific High Dividend Equity Income Fund"
NIM,"Nuveen Select Maturities Municipal Fund"
TSLF,"THL Credit Senior Loan Fund"
JEQ,"Aberdeen Japan Equity Fund, Inc. "
EFF,"Eaton vance Floating-Rate Income Plus Fund"
YUME,"YuMe, Inc."
SXE,"Southcross Energy Partners, L.P."
HOS,"Hornbeck Offshore Services"
NOA,"North American Energy Partners, Inc."
KFS,"Kingsway Financial Services, Inc."
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc."
JMT,"Nuven Mortgage Opportunity Term Fund 2"
ASPN,"Aspen Aerogels, Inc."
PGZ,"Principal Real Estate Income Fund"
VLT,"Invesco High Income Trust II"
GEN,"Genesis Healthcare, Inc."
JMP,"JMP Group LLC"
BNJ,"BlackRock New Jersey Municipal Income Trust"
EGIF,"Eagle Growth and Income Opportunities Fund"
ARC,"ARC Document Solutions, Inc."
MFT,"Blackrock MuniYield Investment QualityFund"
PCF,"Putnam High Income Bond Fund"
AKP,"Alliance California Municipal Income Fund Inc"
SZC,"Cushing Renaissance Fund (The)"
MFD,"Macquarie/First Trust Global"
RGT,"Royce Global Value Trust, Inc."
GCH,"Aberdeen Greater China Fund, Inc."
CRK,"Comstock Resources, Inc."
AHC,"A.H. Belo Corporation"
GNE,"Genie Energy Ltd."
EXD,"Eaton Vance Tax-Advantaged Bond"
JMLP,"Nuveen All Cap Energy MLP Opportunities Fund"
BCRH,"Blue Capital Reinsurance Holdings Ltd."
NDRO,"Enduro Royalty Trust"
TLI,"Western Asset Corporate Loan Fund Inc"
CGG,"CGG"
MFCB,"MFC Bancorp Ltd."
BSD,"BlackRock Strategic Municipal Trust Inc. (The)"
CHKR,"Chesapeake Granite Wash Trust"
PNF,"PIMCO New York Municipal Income Fund"
NMI,"Nuveen Municipal Income Fund, Inc."
HTY,"John Hancock Tax-Advantaged Global Shareholder Yield Fund"
GGZ,"Gabelli Global Small and Mid Cap Value Trust (The)"
BJZ,"Blackrock California Municipal 2018 Term Trust"
NXC,"Nuveen Insured California Select Tax-Free Income Portfolio"
VJET,"voxeljet AG"
CXH,"Colonial Investment Grade Municipal Trust"
JONE,"Jones Energy, Inc."
SGF,"Aberdeen Singapore Fund, Inc."
MZF,"Managed Duration Investment Grade Municipal Fund"
VSI,"Vitamin Shoppe, Inc"
CRT,"Cross Timbers Royalty Trust"
DHX,"DHI Group, Inc."
OAKS,"Five Oaks Investment Corp."
BXC,"BlueLinx Holdings Inc."
FHY,"First Trust Strategic High Income Fund II"
FGB,"First Trust Specialty Finance and Financial Opportunities Fund"
RUBI,"The Rubicon Project, Inc."
EGF,"Blackrock Enhanced Government Fund, Inc"
VOC,"VOC Energy Trust"
BXE,"Bellatrix Exploration Ltd"
BSE,"Blackrock New York Municipal Income Quality Trust"
NTZ,"Natuzzi, S.p.A."
NMS,"Nuveen Minnesota Quality Municipal Income Fund"
DDF,"Delaware Investments Dividend & Income Fund, Inc."
FEO,"First Trust/Aberdeen Emerging Opportunity Fund"
LUB,"Luby&#39;s, Inc."
BFO,"Blackrock Florida Municipal 2020 Term Trust"
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)"
NHA,"Nuveen Municipal 2021 Target Term Fund"
GFY,"Western Asset Variable Rate Strategic Fund Inc."
WG,"Willbros Group, Inc."
EEA,"European Equity Fund, Inc. (The)"
MVO,"MV Oil Trust"
MXE,"Mexico Equity and Income Fund, Inc. (The)"
LOR,"Lazard World Dividend & Income Fund, Inc."
LCM,"Advent/Claymore Enhanced Growth & Income Fund"
LDF,"Latin American Discovery Fund, Inc. (The)"
NAO,"Nordic American Offshore Ltd"
RIV,"RiverNorth Opportunities Fund, Inc."
DVD,"Dover Motorsports, Inc."
SRV,"The Cushing MLP Total Return Fund"
CELP,"Cypress Energy Partners, L.P."
XFLT,"XAI Octagon Floating Rate & Alternative Income Term Trust"
UTI,"Universal Technical Institute Inc"
XRM,"Xerium Technologies, Inc."
JMM,"Nuveen Multi-Market Income Fund"
ZX,"China Zenix Auto International Limited"
ROYT,"Pacific Coast Oil Trust"
MSP,"Madison Strategic Sector Premium Fund"
IIPR,"Innovative Industrial Properties, Inc."
SOL,"Renesola Ltd."
IID,"Voya International High Dividend Equity Income Fund"
HHS,"Harte-Hanks, Inc."
GSL,"Global Ship Lease, Inc."
NRT,"North European Oil Royality Trust"
HGT,"Hugoton Royalty Trust"
VNCE,"Vince Holding Corp."
FMY,"First Trust"
NCB,"Nuveen California Municipal Value Fund 2"
SDR,"SandRidge Mississippian Trust II"
MRIN,"Marin Software Incorporated"
SCX,"L.S. Starrett Company (The)"
MNE,"Blackrock Muni New York Intermediate Duration Fund Inc"
FAC,"First Acceptance Corporation"
PYN,"PIMCO New York Municipal Income Fund III"
MN,"Manning & Napier, Inc."
SBGL,"Sibanye Gold Limited"
AXR,"AMREP Corporation"
SSI,"Stage Stores, Inc."
CIF,"Colonial Intermediate High Income Fund"
KST,"Scudder Strategic Income Trust"
NXN,"Nuveen Insured New York Select Tax-Free Income Portfolio"
BLH,"Blackrock New York Municipal 2018 Term Trust"
CGA,"China Green Agriculture, Inc."
CBK,"Christopher & Banks Corporation"
IRL,"New Ireland Fund, Inc. (The)"
MFV,"MFS Special Value Trust"
EGY,"Vaalco Energy Inc"
ATV,"Acorn International, Inc."
GRR,"Asia Tigers Fund, Inc. (The)"
BQH,"Blackrock New York Municipal Bond Trust"
TKF,"Turkish Investment Fund, Inc. (The)"
ECT,"ECA Marcellus Trust I"
YGE,"Yingli Green Energy Holding Company Limited"
NOM,"Nuveen Missouri Quality Municipal Income Fund"
PQ,"PetroQuest Energy, Inc."
DDE,"Dover Downs Gaming & Entertainment Inc"
NYV,"Nuveen New York Municipal Value Fund 2"
EQS,"Equus Total Return, Inc."
BORN,"China New Borun Corporation"
SDT,"SandRidge Mississippian Trust I"
MTR,"Mesa Royalty Trust"
RAS,"RAIT Financial Trust"
NJV,"Nuveen New Jersey Municipal Value Fund"
BIOA,"BioAmber Inc."
SRF,"Cushing Energy Income Fund (The)"
XNY,"China Xiniya Fashion Limited"
NPN,"Nuveen Pennsylvania Municipal Value Fund"
WAC,"Walter Investment Management Corp."
CIE,"Cobalt International Energy, Inc."
XCO,"EXCO Resources NL"
WMLP,"Westmoreland Resource Partners, LP"
AEB,"Aegon NV"
AED,"Aegon NV"
AEH,"Aegon NV"
AEK,"Aegon NV"
MITT^A,"AG Mortgage Investment Trust, Inc."
MITT^B,"AG Mortgage Investment Trust, Inc."
ALP^Q,"Alabama Power Company"
ARE^D,"Alexandria Real Estate Equities, Inc."
AGN^A,"Allergan plc."
ALL^A,"Allstate Corporation (The)"
ALL^B,"Allstate Corporation (The)"
ALL^C,"Allstate Corporation (The)"
ALL^D,"Allstate Corporation (The)"
ALL^E,"Allstate Corporation (The)"
ALL^F,"Allstate Corporation (The)"
ALLY^A,"Ally Financial Inc."
AFGE,"American Financial Group, Inc."
AFGH,"American Financial Group, Inc."
AMH^C,"American Homes 4 Rent"
AMH^D,"American Homes 4 Rent"
AMH^E,"American Homes 4 Rent"
AMH^F,"American Homes 4 Rent"
AMH^G,"American Homes 4 Rent"
AIG.WS,"American International Group, Inc."
AMT^B,"American Tower Corporation (REIT)"
AFSI^A,"AmTrust Financial Services, Inc."
AFSI^B,"AmTrust Financial Services, Inc."
AFSI^C,"AmTrust Financial Services, Inc."
AFSI^D,"AmTrust Financial Services, Inc."
AFSI^E,"AmTrust Financial Services, Inc."
AFSI^F,"AmTrust Financial Services, Inc."
AFSS,"AmTrust Financial Services, Inc."
AFST,"AmTrust Financial Services, Inc."
AEUA,"Anadarko Petroleum Corporation"
NLY^C,"Annaly Capital Management Inc"
NLY^D,"Annaly Capital Management Inc"
NLY^E,"Annaly Capital Management Inc"
NLY^F,"Annaly Capital Management Inc"
ANH^A,"Anworth Mortgage Asset  Corporation"
ANH^B,"Anworth Mortgage Asset  Corporation"
ANH^C,"Anworth Mortgage Asset  Corporation"
AIV^A,"Apartment Investment and Management Company"
ARI^C,"Apollo Commercial Real Estate Finance"
APO^A,"Apollo Global Management, LLC"
AIY,"Apollo Investment Corporation"
ABR^A,"Arbor Realty Trust"
ABR^B,"Arbor Realty Trust"
ABR^C,"Arbor Realty Trust"
ABRN,"Arbor Realty Trust"
ARH^C.CL,"Arch Capital Group Ltd."
ARES^A,"Ares Management L.P."
AI^B,"Arlington Asset Investment Corp"
AIC,"Arlington Asset Investment Corp"
AIW,"Arlington Asset Investment Corp"
ARR^A,"ARMOUR Residential REIT, Inc."
ARR^B,"ARMOUR Residential REIT, Inc."
AHP^B,"Ashford Hospitality Prime, Inc."
AHT^D,"Ashford Hospitality Trust Inc"
AHT^F,"Ashford Hospitality Trust Inc"
AHT^G,"Ashford Hospitality Trust Inc"
AHT^H,"Ashford Hospitality Trust Inc"
AHT^I,"Ashford Hospitality Trust Inc"
AHL^C,"Aspen Insurance Holdings Limited"
AHL^D,"Aspen Insurance Holdings Limited"
ASB^C,"Associated Banc-Corp"
ASB^D,"Associated Banc-Corp"
AGO^B,"Assured Guaranty Ltd."
AGO^E,"Assured Guaranty Ltd."
AGO^F,"Assured Guaranty Ltd."
TBB,"AT&T Inc."
AXS^D,"Axis Capital Holdings Limited"
AXS^E,"Axis Capital Holdings Limited"
BANC^C,"Banc of California, Inc."
BANC^D,"Banc of California, Inc."
BANC^E,"Banc of California, Inc."
SAN^A,"Banco Santander, S.A."
SAN^B,"Banco Santander, S.A."
SAN^C,"Banco Santander, S.A."
SAN^I,"Banco Santander, S.A."
BAC.WS.A,"Bank of America Corporation"
BAC.WS.B,"Bank of America Corporation"
BAC^A,"Bank of America Corporation"
BAC^C,"Bank of America Corporation"
BAC^D,"Bank of America Corporation"
BAC^E,"Bank of America Corporation"
BAC^I,"Bank of America Corporation"
BAC^L,"Bank of America Corporation"
BAC^W,"Bank of America Corporation"
BAC^Y,"Bank of America Corporation"
BML^G,"Bank of America Corporation"
BML^H,"Bank of America Corporation"
BML^I,"Bank of America Corporation"
BML^J,"Bank of America Corporation"
BML^L,"Bank of America Corporation"
BK^C,"Bank Of New York Mellon Corporation (The)"
BCS^D,"Barclays PLC"
BBT^D,"BB&T Corporation"
BBT^E,"BB&T Corporation"
BBT^F,"BB&T Corporation"
BBT^G,"BB&T Corporation"
BBT^H,"BB&T Corporation"
BDXA,"Becton, Dickinson and Company"
BDC^B,"Belden Inc"
BRK.A,"Berkshire Hathaway Inc."
BRK.B,"Berkshire Hathaway Inc."
BGCA,"BGC Partners, Inc."
BIO.B,"Bio-Rad Laboratories, Inc."
BKHU,"Black Hills Corporation"
BXP^B,"Boston Properties, Inc."
DTLA^,"Brookfield DTLA Inc."
BF.A,"Brown Forman Corporation"
BF.B,"Brown Forman Corporation"
GYB,"CABCO Series 2004-101 Trust"
PFH,"CABCO Series 2004-101 Trust"
CPE^A,"Callon Petroleum Company"
CNNE,"Cannae Holdings, Inc."
COF.WS,"Capital One Financial Corporation"
COF^C,"Capital One Financial Corporation"
COF^D,"Capital One Financial Corporation"
COF^F,"Capital One Financial Corporation"
COF^G,"Capital One Financial Corporation"
COF^H,"Capital One Financial Corporation"
COF^P,"Capital One Financial Corporation"
CIC.U,"Capitol Investment Corp. IV"
CIC.WS,"Capitol Investment Corp. IV"
CMO^E,"Capstead Mortgage Corporation"
CVNA,"Carvana Co."
CBL^D,"CBL & Associates Properties, Inc."
CBL^E,"CBL & Associates Properties, Inc."
CBO,"CBO (Listing Market - NYSE - Networks A/E)"
CBS.A,"CBS Corporation"
CBX,"CBX (Listing Market NYSE Networks AE"
CDR^B,"Cedar Realty Trust, Inc."
CDR^C,"Cedar Realty Trust, Inc."
EBR.B,"Centrais Electricas Brasileiras S.A.- Eletrobras"
CHMI^A,"Cherry Hill Mortgage Investment Corporation"
CHK^D,"Chesapeake Energy Corporation"
CIM^A,"Chimera Investment Corporation"
CIM^B,"Chimera Investment Corporation"
CBB^B,"Cincinnati Bell Inc"
C.WS.A,"Citigroup Inc."
C^C,"Citigroup Inc."
C^J,"Citigroup Inc."
C^K,"Citigroup Inc."
C^L,"Citigroup Inc."
C^N,"Citigroup Inc."
C^P,"Citigroup Inc."
C^S,"Citigroup Inc."
CIO^A,"City Office REIT, Inc."
CMS^B,"CMS Energy Corporation"
CLNS^B,"Colony NorthStar, Inc."
CLNS^D,"Colony NorthStar, Inc."
CLNS^E,"Colony NorthStar, Inc."
CLNS^G,"Colony NorthStar, Inc."
CLNS^H,"Colony NorthStar, Inc."
CLNS^I,"Colony NorthStar, Inc."
CLNS^J,"Colony NorthStar, Inc."
CCV.CL,"Comcast Corporation"
CCZ,"Comcast Corporation"
CMA.WS,"Comerica Incorporated"
CIG.C,"Comp En De Mn Cemig ADS"
CODI^A,"Compass Diversified Holdings"
STZ.B,"Constellation Brands Inc"
CORR^A,"CorEnergy Infrastructure Trust, Inc."
COR^A.CL,"CoreSite Realty Corporation"
GYC,"Corporate Asset Backed Corp CABCO"
CMRE^B,"Costamare Inc."
CMRE^C,"Costamare Inc."
CMRE^D,"Costamare Inc."
CFC^B,"Countrywide Financial Corporation"
CRD.A,"Crawford & Company"
CRD.B,"Crawford & Company"
CCI^A,"Crown Castle International Corporation"
CFR^A,"Cullen/Frost Bankers, Inc."
CUBI^C,"Customers Bancorp, Inc"
CUBI^D,"Customers Bancorp, Inc"
CUBI^E,"Customers Bancorp, Inc"
CUBI^F,"Customers Bancorp, Inc"
CUBS,"Customers Bancorp, Inc"
CYS^A,"CYS Investments, Inc."
CYS^B,"CYS Investments, Inc."
DDR^A,"DDR Corp."
DDR^J,"DDR Corp."
DDR^K,"DDR Corp."
DKT,"Deutsch Bk Contingent Cap Tr V"
DTK,"Deutsche Bank AG"
DXB,"Deutsche Bank AG"
DSX^B,"Diana Shipping inc."
DSXN,"Diana Shipping inc."
DLR^C,"Digital Realty Trust, Inc."
DLR^G,"Digital Realty Trust, Inc."
DLR^H,"Digital Realty Trust, Inc."
DLR^I,"Digital Realty Trust, Inc."
DLR^J,"Digital Realty Trust, Inc."
DDT,"Dillard&#39;s, Inc."
DCUD,"Dominion Energy, Inc."
DRUA,"Dominion Energy, Inc."
DS^B,"Drive Shack Inc."
DS^C,"Drive Shack Inc."
DS^D,"Drive Shack Inc."
DTJ,"DTE Energy Company"
DTQ,"DTE Energy Company"
DTV,"DTE Energy Company"
DTW,"DTE Energy Company"
DTY,"DTE Energy Company"
DUKH,"Duke Energy Corporation"
DLNG^A,"Dynagas LNG Partners LP"
DYN.WS.A,"Dynegy Inc."
DYNC,"Dynegy Inc."
DX^A,"Dynex Capital, Inc."
DX^B,"Dynex Capital, Inc."
DD^A,"E.I. du Pont de Nemours and Company"
DD^B,"E.I. du Pont de Nemours and Company"
ECCA,"Eagle Point Credit Company Inc."
ECCB,"Eagle Point Credit Company Inc."
ECCY,"Eagle Point Credit Company Inc."
ECCZ,"Eagle Point Credit Company Inc."
KODK.WS,"Eastman Kodak Company"
KODK.WS.A,"Eastman Kodak Company"
EP^C,"El Paso Corporation"
AKO.A,"Embotelladora Andina S.A."
AKO.B,"Embotelladora Andina S.A."
EAB,"Entergy Arkansas, Inc."
EAE,"Entergy Arkansas, Inc."
EAI,"Entergy Arkansas, Inc."
ELC,"Entergy Louisiana, Inc."
ELJ,"Entergy Louisiana, Inc."
ELU,"Entergy Louisiana, Inc."
EMP,"Entergy Mississippi, Inc."
ENJ,"Entergy New Orleans, LLC"
ENO,"Entergy New Orleans, LLC"
EZT,"Entergy Texas Inc"
EPR^C,"EPR Properties"
EPR^E,"EPR Properties"
EPR^F.CL,"EPR Properties"
EQC^D,"Equity Commonwealth"
EQCO,"Equity Commonwealth"
FNB^E,"F.N.B. Corporation"
FPI^B,"Farmland Partners Inc."
AGM.A,"Federal Agricultural Mortgage Corporation"
AGM^A,"Federal Agricultural Mortgage Corporation"
AGM^B,"Federal Agricultural Mortgage Corporation"
AGM^C,"Federal Agricultural Mortgage Corporation"
FRT^C,"Federal Realty Investment Trust"
FG.WS,"FGL Holdings"
FHN^A,"First Horizon National Corporation"
FRC^C.CL,"FIRST REPUBLIC BANK"
FRC^D,"FIRST REPUBLIC BANK"
FRC^E,"FIRST REPUBLIC BANK"
FRC^F,"FIRST REPUBLIC BANK"
FRC^G,"FIRST REPUBLIC BANK"
FRC^H,"FIRST REPUBLIC BANK"
OAKS^A,"Five Oaks Investment Corp."
FCE.A,"Forest City Realty Trust, Inc."
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)"
GDV^A,"Gabelli Dividend"
GDV^D,"Gabelli Dividend"
GDV^G,"Gabelli Dividend"
GAB^D,"Gabelli Equity Trust, Inc. (The)"
GAB^G,"Gabelli Equity Trust, Inc. (The)"
GAB^H,"Gabelli Equity Trust, Inc. (The)"
GAB^J,"Gabelli Equity Trust, Inc. (The)"
GAB~,"Gabelli Equity Trust, Inc. (The)"
GGZ^A,"Gabelli Global Small and Mid Cap Value Trust (The)"
GGT^B,"Gabelli Multi-Media Trust Inc. (The)"
GGT^E,"Gabelli Multi-Media Trust Inc. (The)"
GUT^A,"Gabelli Utility Trust (The)"
GUT^C,"Gabelli Utility Trust (The)"
GNT^A,"GAMCO Natural Resources, Gold & Income Tust "
GLOG^A,"GasLog LP."
GLOP^A,"GasLog Partners LP"
GMTA,"GATX Corporation"
GAM^B,"General American Investors, Inc."
GEH,"General Electric Capital Corporation"
GEK,"General Electric Capital Corporation"
GEB,"General Electric Company"
GM.WS.B,"General Motors Company"
GNE^A,"Genie Energy Ltd."
GPJA,"Georgia Power Company"
GGP^A,"GGP Inc."
GMRE^A,"Global Medical REIT Inc."
GNL^A,"Global Net Lease, Inc."
GSL^B,"Global Ship Lease, Inc."
GS^A,"Goldman Sachs Group, Inc. (The)"
GS^B,"Goldman Sachs Group, Inc. (The)"
GS^C,"Goldman Sachs Group, Inc. (The)"
GS^D,"Goldman Sachs Group, Inc. (The)"
